Zip Code,Status,Latitude,Longitude
SS5 6BH,Sale,51.61735,0.61855
HD3 3ZQ,Sale,53.66316,-1.832
WA3 7BX,Sale,53.43659,-2.569
B92 9DX,Sale,52.448174745454544,-1.7675441181818183
SK16 4TG,Sale,53.47614,-2.08715
TS17 9PD,Sale,54.532,-1.29874
L3 4GF,Sale,53.39293,-2.98905
M27 6PY,Sale,53.52311,-2.33784
G69 7AD,Sale,55.84883,-4.11654
TS3 7PT,Sale,54.55655,-1.2096
CF72 9DH,Sale,51.51856,-3.40112
HA3 6PQ,Sale,51.60779,-0.35906
SL3 0RB,Sale,51.48495,-0.52481
TN9 2BP,Sale,51.1898,0.27825
NN15 5EB,Sale,52.39455,-0.69162
M29 7ED,Sale,53.49432,-2.46185
CV21 1LZ,Sale,52.39149,-1.24885
SK1 4DN,Sale,53.40911114,-2.144556151428571
SE18 1PJ,Sale,51.48442,0.09369
B20 1JR,Sale,52.52706497222222,-1.9376148444444443
S75 6FJ,Sale,53.58273,-1.49748
NW1 8BS,Sale,51.54509,-0.15025
PE28 5NP,Sale,52.43197,-0.3565
OL9 9HD,Sale,53.54299100769231,-2.1424602307692306
BN3 5TB,Sale,50.83428,-0.20567
PE30 5PL,Sale,52.7481898,0.4033912
CW12 4ZJ,Sale,53.17048,-2.25237
NG1 5DW,Sale,52.952777465384614,-1.158149676923077
PL2 3FA,Sale,50.39774,-4.15398
DE22 3XU,Sale,52.9159186,-1.510909
L8 8AN,Sale,53.3897892,-2.9698104
ML9 3EA,Sale,55.6988,-3.98523
E15 3JU,Sale,51.5359811,0.0095283
HD3 3UF,Sale,53.66152,-1.85077
HX3 6PX,Sale,53.73442,-1.86904
NE29 7RX,Sale,55.00436,-1.4673
NP26 3SS,Sale,51.58755,-2.77657
SE7 7JY,Sale,51.48124,0.02614
BL3 2JN,Sale,53.56415,-2.41741
KT1 3NP,Sale,51.4095,-0.28579
YO23 1EE,Sale,53.94608,-1.09158
E7 0EU,Sale,51.5521251,0.0216698
EN1 4DZ,Sale,51.66207,-0.05976
PO2 9EQ,Sale,50.8218699,-1.07845
CB25 0BG,Sale,52.2871534,0.3291798
TA4 1PB,Sale,51.041783860869565,-3.1884731565217392
NE13 6LW,Sale,55.04893,-1.62379
B10 9PX,Sale,52.4723992,-1.8469618
HA8 0BH,Sale,51.60331,-0.2691
LU7 3XP,Sale,51.91677,-0.63483
NE61 6BS,Sale,55.12536,-1.71868
OL2 7HN,Sale,53.58216,-2.11172
RH7 6GL,Sale,51.1736099,-0.01484
BB1 5AN,Sale,53.7625,-2.47151
M32 8JG,Sale,53.44823,-2.29955
CH3 7BX,Sale,53.19286,-2.83862
PO5 2ED,Sale,50.784640233333334,-1.0877826666666666
CV6 4EU,Sale,52.43976,-1.52159
BD6 1AY,Sale,53.76597,-1.75425
SE14 6AZ,Sale,51.48064,-0.03445
BR4 0HY,Sale,51.38717970454545,-0.004349686363636364
TN25 7GU,Sale,51.11685,0.89019
CF3 1QU,Sale,51.51759,-3.10681
DH2 3JW,Sale,54.84530790555556,-1.5958224416666666
BD16 1WG,Sale,53.8276,-1.82446
EX5 4DA,Sale,50.83638,-3.49437
ME14 4LJ,Sale,51.27464,0.57095
TS12 2DN,Sale,54.55629,-0.98834
MK7 7SS,Sale,52.02564,-0.68413
B7 4QS,Sale,52.4877916,-1.8740477
BL0 9TT,Sale,53.62955,-2.32518
B8 2TS,Sale,52.49137005,-1.83048355
WC1X 0LX,Sale,51.52751,-0.1178
HP13 5DT,Sale,51.6353,-0.75141
PO4 0UD,Sale,50.7815299,-1.07896
NG19 9BP,Sale,53.16899,-1.16988
PL2 1HX,Sale,50.38404,-4.16903
G84 0NQ,Sale,56.02804,-4.86548
DN34 4GD,Sale,53.563850708333334,-0.11082003333333333
SP4 6DN,Sale,51.0955299,-1.76624
NE5 1NA,Sale,55.00589,-1.68839
SA1 2DD,Sale,51.63378,-3.94725
B90 4DZ,Sale,52.39294,-1.8189
PE4 6SS,Sale,52.6025599,-0.25176
PO21 3QR,Sale,50.7843,-0.70134
EN7 6SN,Sale,51.71259,-0.07466
RG1 7NW,Sale,51.45693,-0.97929
BN2 0GR,Sale,50.82405621428571,-0.13063482380952382
NG4 4LZ,Sale,52.98681,-1.09316
EN5 5UT,Sale,51.65363,-0.20171
CF31 4EA,Sale,51.508127725,-3.60722235
G69 6RR,Sale,55.8539,-4.11879
KT2 5BQ,Sale,51.42877,-0.30441
CW12 4EU,Sale,53.1644999,-2.22688
CA11 7NY,Sale,54.66968,-2.76135
EN3 7EX,Sale,51.6502898,-0.0405969
TW7 4QY,Sale,51.48218,-0.35179
CA14 1QU,Sale,54.66386,-3.53368
G69 6RR,Sale,55.8539,-4.11879
S71 2FW,Sale,53.56661,-1.45905
PL9 7FY,Sale,50.3689899,-4.10137
WV16 4RZ,Sale,52.5818,-2.4355
BB1 8EH,Sale,53.76444,-2.49466
SY1 3YT,Sale,52.72331,-2.74925
CO15 3LB,Sale,51.797071295,1.1358493550000002
LE5 1TP,Sale,52.65244,-1.06307
E1 4AP,Sale,51.52218,-0.04847
CO9 2HW,Sale,51.9403999,0.65055
BS4 2DD,Sale,51.43917098214286,-2.575003535714286
SG15 6RL,Sale,52.00556989318182,-0.2668576818181818
BN3 5EU,Sale,50.83626,-0.18888
L14 7NJ,Sale,53.41445,-2.88198
LE2 6DQ,Sale,52.61121,-1.12683
DA10 1DX,Sale,51.4330296875,0.31326293125
TN6 2SP,Sale,51.060942625,0.166022575
B78 3HP,Sale,52.62578,-1.7201
IG3 8LU,Sale,51.56509,0.09809
L17 6BY,Sale,53.37448,-2.92454
S71 5DA,Sale,53.54338,-1.4254
DA12 4TG,Sale,51.43153,0.41228
TR13 8LS,Sale,50.10757,-5.26616
EC1V 3RQ,Sale,51.52706,-0.09599
SE1 8HW,Sale,51.5014146,-0.1049277
B47 5QA,Sale,52.39334804936709,-1.8708441556962025
OX3 7BX,Sale,51.7595191,-1.2108226888888889
B9 4QJ,Sale,52.47914111666667,-1.8693289666666668
UB1 1FJ,Sale,51.50717,-0.386
NR4 7PZ,Sale,52.60992865,1.232578245
WN3 4PG,Sale,53.53113,-2.61343
LE11 5ER,Sale,52.7821,-1.24678
CH66 4UE,Sale,53.26787,-2.9254699
E3 3QQ,Sale,51.5209688,-0.017614575
SW6 3DB,Sale,51.46907,-0.19679
MK3 7LW,Sale,52.00129,-0.75049
KT9 1QS,Sale,51.3642215,-0.3046631
E5 9LH,Sale,51.56425,-0.05772
N4 4BD,Sale,51.57271,-0.11745
OX16 4QR,Sale,52.06067,-1.32625
WS7 9EA,Sale,52.67938,-1.90016
S3 8FU,Sale,53.388,-1.47191
WS10 0DQ,Sale,52.55124,-2.00733
IG11 0XY,Sale,51.52804,0.11769
CF15 7RB,Sale,51.5418031,-3.2666204
CT4 6UE,Sale,51.1434107,1.10389944
NE31 1HA,Sale,54.97775,-1.5124
B66 3RZ,Sale,52.48790655,-1.9568323
DD4 9HX,Sale,56.49085,-2.9365
RM19 1TL,Sale,51.48537,0.24895
SL6 6AU,Sale,51.5255326,-0.7315697
BD23 2BL,Sale,53.95295,-2.02331
WN7 5DQ,Sale,53.50387,-2.53619
LS25 1DF,Sale,53.78953,-1.39973
SE18 2EU,Sale,51.47482,0.08558
B60 2EN,Sale,52.32612,-2.04553
BD17 5LT,Sale,53.85321,-1.77619
TN23 5FB,Sale,51.13502,0.84146
M41 5AN,Sale,53.4481314,-2.35744155
LU6 1HB,Sale,51.8864451,-0.5313937
SE23 2BE,Sale,51.43413,-0.05015
B26 3ER,Sale,52.4548523,-1.779853
G69 8FB,Sale,55.88737,-4.0832499
ME19 4UT,Sale,51.2738299,0.40801
EH27 8DP,Sale,55.902084197777775,-3.4087486200000003
BN15 0DU,Sale,50.8364,-0.33922
CW12 2NF,Sale,53.17832,-2.19581
WF9 2QS,Sale,53.59256,-1.294
NP23 4DA,Sale,51.79989,-3.17278
L31 5JT,Sale,53.49886,-2.94416
NP23 4AL,Sale,51.79364,-3.18031
WS9 8QQ,Sale,52.60845,-1.91803
B29 5BH,Sale,52.431634875,-1.96886695
CT20 3XB,Sale,51.0776326,1.1298876199999999
B76 9AU,Sale,52.53101986739131,-1.768016806521739
PO5 2ED,Sale,50.784640233333334,-1.0877826666666666
GU22 8ET,Sale,51.32291,-0.53346
DY8 1LD,Sale,52.4552,-2.13459
ML2 7PB,Sale,55.77888,-3.92903
B31 2XS,Sale,52.418857275,-1.958363325
ME19 4XL,Sale,51.28301,0.39885
SN25 1RL,Sale,51.58817,-1.81188
BS5 9XF,Sale,51.45574,-2.56334
AB39 3RU,Sale,57.02031,-2.20698
PO6 1NN,Sale,50.84338,-1.0375399
WF10 3RU,Sale,53.72589,-1.31161
E14 0UT,Sale,51.51177,0.00079
LL30 1TE,Sale,53.3205434,-3.8107002
SW14 7QZ,Sale,51.46887008,-0.27245453
SK14 3GW,Sale,53.453,-2.02586
KT12 4HD,Sale,51.36186,-0.40768
E7 8AR,Sale,51.547031733333334,0.03835593333333333
NW1 8SU,Sale,51.54561,-0.14695
B14 7RT,Sale,52.4337591625,-1.90011471875
HU2 0AN,Sale,53.7536,-0.33914
TW10 6JA,Sale,51.45554116666667,-0.2915228282051282
BR1 5JJ,Sale,51.43395,0.01635
BS6 5NW,Sale,51.4662409,-2.5807227
M18 7ET,Sale,53.45827,-2.17209
N21 1JF,Sale,51.63908,-0.1131
NN5 4UZ,Sale,52.23017520434782,-0.9496933260869564
BL9 5AL,Sale,53.598466,-2.2909099
LS22 5BU,Sale,53.90998,-1.41729
SW19 8PU,Sale,51.4233648,-0.1891293
CV6 7HP,Sale,52.43483,-1.47443
MK3 7SH,Sale,52.0048699,-0.75613
DA17 5DA,Sale,51.4914674,0.146278
DL1 3QL,Sale,54.54853,-1.52437
LU6 1AW,Sale,51.88642,-0.53895
NR6 5EA,Sale,52.6399363,1.2477964
HU5 4PG,Sale,53.76298567333333,-0.39264765333333335
B79 8NH,Sale,52.64579,-1.71369
BH10 4EX,Sale,50.7473394,-1.8895196
W5 2JB,Sale,51.52054305,-0.2957687
L36 3RX,Sale,53.42122,-2.85304
BN23 7JB,Sale,50.79951,0.30782
NW9 9LB,Sale,51.59104,-0.27498
DT1 3HT,Sale,50.71632,-2.46797
CF24 1LR,Sale,51.4853255,-3.1575785
DE22 2PB,Sale,52.94573,-1.49916
KY12 8SJ,Sale,56.06173,-3.5966
DA16 1EP,Sale,51.47023,0.12312
CB6 1GG,Sale,52.45226366666667,0.29543493333333337
CR2 6DZ,Sale,51.34748,-0.10859
RG30 6AT,Sale,51.463033339999996,-1.0161602666666667
CV6 3BY,Sale,52.421164335,-1.517810265
SW17 0ND,Sale,51.42864,-0.17002
LL18 5FF,Sale,53.30375,-3.51579
N4 2LX,Sale,51.569879075,-0.0966297
CH2 2AH,Sale,53.20444,-2.8926
PL5 2BW,Sale,50.4065299,-4.17196
DA6 8JW,Sale,51.45258,0.13225
NW9 8JD,Sale,51.5767537,-0.2640709
B26 2EB,Sale,52.4697183,-1.7870380375
M28 7UH,Sale,53.51301,-2.41012
BN3 6WP,Sale,50.85093,-0.18022
TW12 2BN,Sale,51.41362,-0.36372
WF1 2JT,Sale,53.71288041142857,-1.50404582
TW19 7LF,Sale,51.45959,-0.47697
W1G 0AY,Sale,51.51602,-0.14887
NG13 8PF,Sale,52.9849324,-0.9776799
L31 5LJ,Sale,53.49898,-2.94682
S66 9QD,Sale,53.38942,-1.2620499
CF24 2PL,Sale,51.48839,-3.1329699
WS4 1EH,Sale,52.60387,-1.9581
PR25 5PU,Sale,53.70151,-2.66906
B26 3HA,Sale,52.45468568571429,-1.7823290571428572
RH10 1HA,Sale,51.1152164,-0.18645465
CR4 2NB,Sale,51.40715,-0.15635
ML5 1EN,Sale,55.85687,-4.02945
RG7 6SL,Sale,51.42324,-1.21833
LS11 7HR,Sale,53.77101,-1.55976
KT3 6ET,Sale,51.39534,-0.24401
CW2 5TT,Sale,53.05621,-2.45227
GU14 7JD,Sale,51.2879999,-0.7558899
KT10 8BQ,Sale,51.38136,-0.36244
RH15 8HN,Sale,50.96561230384616,-0.12219141153846155
LE65 2BB,Sale,52.75692,-1.47284
B28 8TE,Sale,52.44177440888889,-1.8484831844444447
SW11 5JH,Sale,51.46633,-0.1532
RM7 9JR,Sale,51.57264,0.16352
SO19 9EF,Sale,50.89458814285714,-1.380554157142857
L1 2SS,Sale,53.40403,-2.97594
B36 9HY,Sale,52.50787335,-1.7627589
CR0 1FN,Sale,51.37184,-0.10098
EX32 7AJ,Sale,51.08527,-4.05739
TR7 1TY,Sale,50.41076,-5.09602
BN15 9UY,Sale,50.8327,-0.33759
SG5 3PT,Sale,51.9725773,-0.3302721
SE4 2LB,Sale,51.45947,-0.04389
B92 9BW,Sale,52.4485009,-1.7703971
NW2 2DD,Sale,51.55785,-0.19793
EH55 8QT,Sale,55.865368985185185,-3.547822114814815
B75 6DB,Sale,52.57495677777778,-1.8085064555555557
CH63 2NE,Sale,53.347171503333335,-3.0211271566666666
E20 1LY,Sale,51.5491511,-0.0087059
LE5 5FA,Sale,52.6322199,-1.10454
E10 5NY,Sale,51.55977,-0.01162
NG2 4RU,Sale,52.95017,-1.13501
NW5 2HR,Sale,51.55631365625,-0.13901473125
E17 7FQ,Sale,51.5815399,-0.02953
L7 0JH,Sale,53.41289,-2.93395
EC1V 3RQ,Sale,51.52706,-0.09599
DN39 6UT,Sale,53.61937,-0.3191
CF45 3TX,Sale,51.66777,-3.36281
LS6 1QX,Sale,53.80712,-1.56884
TS17 5AL,Sale,54.52978,-1.31953
TW1 3RJ,Sale,51.448405,-0.3288657
B90 1TP,Sale,52.3845535,-1.83491605
PE4 7EY,Sale,52.6102599,-0.23848
BS23 3EB,Sale,51.34762,-2.96728
SG4 0AF,Sale,51.95968,-0.26636
PE7 3YF,Sale,52.5106411,-0.2646006
HG1 1BX,Sale,53.995099120000006,-1.5398695199999999
TF11 8EN,Sale,52.67221,-2.36728
DY2 7NS,Sale,52.5098399,-2.06408
BS22 7AF,Sale,51.360633855882355,-2.9038861588235294
B28 8AB,Sale,52.43671995,-1.84655055
LS11 5ES,Sale,53.77699,-1.54144
DL7 8ED,Sale,54.3449,-1.43836
EC1V 3RQ,Sale,51.52706,-0.09599
LU3 3AS,Sale,51.9227,-0.47468
FY3 7EN,Sale,53.8286721,-3.02631785
DA9 9YP,Sale,51.45191,0.26338
DA5 2BS,Sale,51.4313999,0.16354
S7 1DN,Sale,53.36431,-1.4803599
S8 0SD,Sale,53.344066375,-1.4784590875
CM23 3BE,Sale,51.866542,0.16213273333333333
WD6 4TE,Sale,51.66571,-0.29236
TQ2 7GQ,Sale,50.4952435,-3.5457027
BB10 2JB,Sale,53.81197,-2.20104
G82 5PR,Sale,55.96659,-4.65611
MK45 3PG,Sale,52.07776,-0.44406
DE22 2LU,Sale,52.94823425,-1.49983795
BB5 2QB,Sale,53.73739,-2.34917
SW2 3EX,Sale,51.44372,-0.12001
N22 5DQ,Sale,51.60485,-0.1073
WS7 0DU,Sale,52.6749099,-1.91134
SE15 2LD,Sale,51.4770844,-0.0572129
E9 5BS,Sale,51.54418,-0.0398
CV3 2SB,Sale,52.3976012,-1.4338373
LS28 8LU,Sale,53.78801,-1.66571
RG10 9SA,Sale,51.49668,-0.83802
EN3 6SA,Sale,51.6746452,-0.03572
L9 1JZ,Sale,53.44975,-2.96876
KT4 7DS,Sale,51.37278,-0.25812
E8 3XT,Sale,51.5409099,-0.07201
PE2 8UQ,Sale,52.5495031,-0.2049916
UB6 9JT,Sale,51.53483,-0.35023
L31 5NL,Sale,53.50267,-2.94304
EH6 5PQ,Sale,55.972679964,-3.180807792
RM14 1RR,Sale,51.56941,0.26506
SS7 5LF,Sale,51.5511,0.56389
NW10 2HP,Sale,51.54497,-0.2384
WF12 7AF,Sale,53.69201,-1.61365
WV12 5PW,Sale,52.60503,-2.03622
SL1 6AG,Sale,51.5214,-0.65618
DA7 6PA,Sale,51.46249,0.1782999
GU14 9FW,Sale,51.30476,-0.79154
SO31 9BH,Sale,50.85248,-1.28753
SE3 9FX,Sale,51.46188,0.02754
PL24 2AR,Sale,50.3498808,-4.6888039
SK12 1XB,Sale,53.34225,-2.10759
AL4 0BL,Sale,51.74781,-0.29998
CR0 3RP,Sale,51.37899,-0.11226
PO19 6FG,Sale,50.84088,-0.77197
WV8 1UY,Sale,52.61607,-2.15759
RH4 1HS,Sale,51.23713,-0.33638
BN2 5LU,Sale,50.82547,-0.10513
B29 7QJ,Sale,52.43789322222222,-1.914060662962963
NR10 3FL,Sale,52.68044,1.30163
LE4 9BW,Sale,52.6509799,-1.09622
EN3 7LX,Sale,51.6544545,-0.0376039
BN41 2DA,Sale,50.8393761,-0.2090878
OX3 7BX,Sale,51.7595191,-1.2108226888888889
B34 6RY,Sale,52.49631726666667,-1.7784741
LL12 0UW,Sale,53.09514,-2.98666
BN25 1EF,Sale,50.77153,0.09931
B6 6LR,Sale,52.50917484,-1.89501296
DL3 6EL,Sale,54.52934,-1.55991
SN14 6QG,Sale,51.46899,-2.13915
TW2 6EN,Sale,51.4467293,-0.3699117
E15 3LQ,Sale,51.5338928,0.0096559
WF1 5RD,Sale,53.6740428,-1.4909771
S63 8JZ,Sale,53.5146299,-1.32682
HP18 0YQ,Sale,51.83238,-0.84663
PL4 6PR,Sale,50.38157561388889,-4.140378022222222
MK45 2GX,Sale,52.0234499,-0.50622
NG2 2FS,Sale,52.94046985,-1.1494767888888888
NW10 4AG,Sale,51.53968,-0.25255
SE18 5JU,Sale,51.49205,0.05296
L17 3AH,Sale,53.38823,-2.93812
UB6 0FS,Sale,51.54885,-0.34286
LS9 6PN,Sale,53.80197,-1.49166
B28 9LL,Sale,52.42472176842105,-1.8370861368421052
DA11 8HA,Sale,51.42593,0.33529
M4 6FQ,Sale,53.48354774,-2.22454106
BD7 2DA,Sale,53.78984,-1.77665
TW1 3RJ,Sale,51.448405,-0.3288657
SW20 8NL,Sale,51.41174464814815,-0.22829687407407406
M41 5AN,Sale,53.4481314,-2.35744155
LL13 9GE,Sale,53.0564899,-2.96345
B14 7RA,Sale,52.432125445454545,-1.8952800954545452
BS16 3AL,Sale,51.4757984,-2.5418249333333334
SP7 8PQ,Sale,51.00725,-2.18709
NE26 1DT,Sale,55.04321,-1.44912
B47 5BN,Sale,52.3965654,-1.8826641600000003
PO8 9QJ,Sale,50.9060599,-1.01985
CV7 7BY,Sale,52.39821,-1.62423
HA5 2JS,Sale,51.58641,-0.40888
E1 5LH,Sale,51.5190008,-0.0683913
NW2 7NJ,Sale,51.56591,-0.24222
WF13 4HR,Sale,53.69948,-1.64882
RM13 9QJ,Sale,51.529,0.21527
FY7 7AT,Sale,53.922109,-3.0221885
BN22 8BA,Sale,50.77397,0.29253
M12 4WH,Sale,53.46331,-2.206
SW3 5EP,Sale,51.48465,-0.17508
AB15 6NQ,Sale,57.1501258125,-2.1832421125
ML4 1DW,Sale,55.81921,-4.00466
IP2 9GX,Sale,52.0432401,1.1426175
HU15 2GW,Sale,53.74883,-0.73602
B19 1RL,Sale,52.5037604,-1.9121919
IG11 7FU,Sale,51.5309744,0.076354
EN2 0SU,Sale,51.66421,-0.07958
B63 2TQ,Sale,52.46277,-2.07511
RM6 6LH,Sale,51.56897,0.13626
BD14 6HH,Sale,53.78429,-1.80758
NG7 1JH,Sale,52.94839355641026,-1.1683954333333333
L7 8RB,Sale,53.4099547047619,-2.9594112166666666
PO4 0AZ,Sale,50.79386,-1.07145
BD18 3NR,Sale,53.8329548,-1.7876728
BB1 5NE,Sale,53.75663,-2.46217
SW3 5EP,Sale,51.48465,-0.17508
PL3 5QR,Sale,50.39467,-4.13031
BS15 8AQ,Sale,51.4588784,-2.5194812
DN16 3EP,Sale,53.56053,-0.62414
ST2 0BJ,Sale,53.01705,-2.13883
M30 8DZ,Sale,53.49388,-2.36614
SR3 2PL,Sale,54.86526,-1.40397
CR0 1NN,Sale,51.37379,-0.09365
OL12 9TB,Sale,53.6300314,-2.1494453
TR8 4SH,Sale,50.41249,-5.04283
SG14 3AQ,Sale,51.80162,-0.08929
TN34 1JG,Sale,50.8545445,0.5769232
TF2 9WJ,Sale,52.69329,-2.41014
E14 7EL,Sale,51.51416985,-0.0278417
B31 2JA,Sale,52.4111638,-1.96411305
SA38 9PJ,Sale,52.0762198,-4.4817077
NE3 5RL,Sale,55.0269062,-1.6337355
KA10 7LY,Sale,55.55217,-4.62276
CB23 8AN,Sale,52.2223076,0.0455094
KY11 8YW,Sale,56.07617,-3.40799
BH9 3JG,Sale,50.7571563,-1.8710462
SS15 6BB,Sale,51.57719,0.4173
TN22 1NL,Sale,50.97889495882353,0.10769769411764706
M14 5UY,Sale,53.45434,-2.22761
B6 6SA,Sale,52.5090386,-1.8799282
N8 0JD,Sale,51.58866,-0.1051
RM15 5FS,Sale,51.51729,0.2896
FY5 2RN,Sale,53.88196,-3.0142699
LE4 9FZ,Sale,52.66573,-1.08876
L22 3YD,Sale,53.47313,-3.01642
PE21 9PN,Sale,52.9840357,-0.0083536
BD3 8QS,Sale,53.7969,-1.72524
DN12 1JD,Sale,53.48083,-1.19395
WF13 2HQ,Sale,53.701174,-1.6342201
WS2 9LW,Sale,52.58526615,-1.99127805
EN9 1RD,Sale,51.68667,-0.00479
UB1 1LE,Sale,51.51094,-0.37992
RG1 5PZ,Sale,51.4486143097561,-0.9487038341463415
L8 9YG,Sale,53.38176,-2.9622099
KT1 2BZ,Sale,51.40496,-0.30383
RH13 6TD,Sale,51.0722411,-0.3055756
LS17 8BJ,Sale,53.85495,-1.50549
NN15 6DF,Sale,52.39269,-0.72652
RM6 4FR,Sale,51.56957,0.12154
B44 8AB,Sale,52.53125683333333,-1.8921673111111112
NG5 7NF,Sale,53.000554327272724,-1.1060281030303032
WS4 2DG,Sale,52.59259,-1.96426
PL5 4QG,Sale,50.4290499,-4.1567
N7 0LG,Sale,51.55223,-0.12467
DE73 5TS,Sale,52.8661388,-1.4470979
SS1 2NE,Sale,51.53993,0.71309
EH3 6SE,Sale,55.95924,-3.19949
M28 1AP,Sale,53.50864938695652,-2.4362656108695653
S7 1LW,Sale,53.36627,-1.48268
CF14 1RF,Sale,51.51429,-3.21168
WF9 4PU,Sale,53.6133619,-1.359502
BS34 5DB,Sale,51.52759625,-2.5776474
BS8 1LH,Sale,51.4572047,-2.6136394
WF13 3AT,Sale,53.67936,-1.66873
EN5 4HF,Sale,51.65772,-0.207
CR0 4EL,Sale,51.35976,-0.11193
ST14 7HG,Sale,52.90557,-1.88173
PE10 0UE,Sale,52.82673,-0.3579899
RM7 0GW,Sale,51.57063,0.17521
NE38 7QE,Sale,54.90131,-1.5261
B64 5RD,Sale,52.4883,-2.06483
EH16 6FB,Sale,55.90616,-3.1549299
BD13 3LP,Sale,53.7903867,-1.845166
SL6 0FR,Sale,51.51836,-0.65738
TS9 7EG,Sale,54.44744,-1.15652
NR28 0DS,Sale,52.8157037,1.38309775
L31 5LJ,Sale,53.49898,-2.94682
M11 2NF,Sale,53.47379,-2.17988
WN7 5SJ,Sale,53.49889825,-2.5278569666666666
SE3 7SF,Sale,51.48252,0.0178
HP19 7RD,Sale,51.81771,-0.83197
M15 4JZ,Sale,53.471952943478264,-2.2603968826086955
SM6 8HP,Sale,51.3657899,-0.13838
SN25 1AB,Sale,51.59523,-1.82676
TN13 3NP,Sale,51.2820899,0.19469
DY5 1LS,Sale,52.49261,-2.11895
OX4 4BL,Sale,51.73556,-1.23919
PL4 7LN,Sale,50.38124,-4.12804
UB1 3RA,Sale,51.51671,-0.35943
PL24 2DT,Sale,50.3517,-4.72203
M24 6JQ,Sale,53.56412,-2.19383
IP1 5PN,Sale,52.076817,1.1145683
BB5 6PJ,Sale,53.75481,-2.3593
M11 4AY,Sale,53.4850135,-2.1943115
PE14 8DF,Sale,52.64496,0.20927
LS11 8QF,Sale,53.77718,-1.5617399
E16 2UH,Sale,51.5018886,0.0260161
B29 7QR,Sale,52.43751741578947,-1.926181607894737
EH5 1GT,Sale,55.98413,-3.22531
BR3 3DU,Sale,51.38832,-0.02783
OL2 6LU,Sale,53.56333,-2.1013099
N22 5SP,Sale,51.60176,-0.1102
IP31 1EE,Sale,52.33510445,0.77815055
M1 4HA,Sale,53.4795441,-2.2396921
BN1 9GR,Sale,50.86329,-0.10814
ME10 5JA,Sale,51.3504999,0.71932
CH41 6AQ,Sale,53.39409,-3.01469
NP12 1HH,Sale,51.67683,-3.20479
RM8 3QH,Sale,51.55317,0.12989
M19 3LY,Sale,53.444199221428576,-2.181620910714286
CB6 1SS,Sale,52.4504731,0.289345725
CM2 6UF,Sale,51.7381,0.50318
OL6 9LJ,Sale,53.49726,-2.08178
GU24 0DT,Sale,51.3030199,-0.66459
LE12 7BH,Sale,52.72955,-1.13679
N4 1JP,Sale,51.57883,-0.09698
BS31 2PN,Sale,51.40875,-2.50408
WA6 9PJ,Sale,53.27658,-2.75997
S9 1PH,Sale,53.42404,-1.42766
CM15 9BP,Sale,51.62366,0.30703
NR27 9HG,Sale,52.931710519999996,1.3004065333333334
BS6 5NW,Sale,51.4662409,-2.5807227
L36 4AT,Sale,53.41565,-2.85981
N12 0TD,Sale,51.609432818181816,-0.16116867272727273
EH1 1SX,Sale,55.949626045833334,-3.183362004166667
IG11 9TH,Sale,51.5402444,0.0863613
LU1 1UH,Sale,51.8823999,-0.45033
G71 7WR,Sale,55.83901,-4.1085
NG19 8QY,Sale,53.17556,-1.1858
FY6 8FS,Sale,53.84029,-2.98495
BS6 5NW,Sale,51.4662409,-2.5807227
EX4 8EH,Sale,50.7335178,-3.4844636
TN25 4AB,Sale,51.1675055,0.8702394
CB1 2FU,Sale,52.1921722,0.1351062
AB10 7JQ,Sale,57.12507515714285,-2.120933357142857
GU21 3BT,Sale,51.3196776,-0.5851266
B28 8AB,Sale,52.43671995,-1.84655055
UB4 9AR,Sale,51.5307,-0.40246
TW15 2ES,Sale,51.43422,-0.45638
EX4 8EH,Sale,50.7335178,-3.4844636
E14 3AJ,Sale,51.48821408333333,-0.014484052380952381
RH11 9NB,Sale,51.09911,-0.20265
TW9 3BW,Sale,51.4827476,-0.2871246
LL14 5LG,Sale,52.9405,-3.05319
UB5 5JH,Sale,51.53854,-0.39349
EC1V 3RQ,Sale,51.52706,-0.09599
OX4 2JD,Sale,51.73595,-1.20644
IG3 9JW,Sale,51.559,0.09569
YO24 3LL,Sale,53.94126,-1.13451
CO6 4AP,Sale,51.9437,0.88171
LS12 5HJ,Sale,53.77494,-1.6358299
NR32 3BF,Sale,52.48853,1.71227
NG24 2NN,Sale,53.1045355,-0.7800846
LU7 9NS,Sale,51.93181,-0.5883699
ME7 5QB,Sale,51.37639,0.5454
CM3 3JJ,Sale,51.76383,0.54459
HR4 9UQ,Sale,52.07399,-2.7357999
SE5 9JF,Sale,51.47278,-0.10141
PO3 6PN,Sale,50.81016,-1.0539099
KA8 0HL,Sale,55.46045,-4.60551
EC1V 3RQ,Sale,51.52706,-0.09599
OX3 7BX,Sale,51.7595191,-1.2108226888888889
E9 6RY,Sale,51.54563,-0.04722
SK6 1HX,Sale,53.42547,-2.08612
EX2 7AL,Sale,50.6986433,-3.4911155
PL5 4NN,Sale,50.42818655,-4.1555782
CM17 9PU,Sale,51.7669006,0.1398412
SK8 3XG,Sale,53.3648499,-2.2141
IG4 5JT,Sale,51.58099,0.04673
M12 4DW,Sale,53.4670599,-2.21263
TS23 3RS,Sale,54.62326,-1.28204
GU31 4HW,Sale,51.00163,-0.91871
YO7 3EZ,Sale,54.1376258,-1.4164275
AB24 2BE,Sale,57.167041661538455,-2.1178605307692306
NW10 8EL,Sale,51.5439,-0.2599
NE38 0PZ,Sale,54.88885,-1.53552
